,Unnamed: 0.1,Unnamed: 0,Wavelength,Ruby Intensity,Wavelength(nm),No Ruby Intensity,Transmission,Intensity_measurement_error,Transmission_error
627,627,627,497.168,10928.7,497.168,13262.47,0.824032024,0.01,0.8240320+/-0.0000010
628,628,628,497.378,11100.73,497.378,13266.57,0.836744539,0.01,0.8367445+/-0.0000010
629,629,629,497.587,11115.75,497.587,13248.14,0.839042311,0.01,0.8390423+/-0.0000010
630,630,630,497.797,11298.7,497.797,13451.57,0.839953998,0.01,0.8399540+/-0.0000010
631,631,631,498.006,11178.55,498.006,13431.09,0.832289114,0.01,0.8322891+/-0.0000010
632,632,632,498.216,11402.46,498.216,13510.96,0.843941511,0.01,0.8439415+/-0.0000010
633,633,633,498.426,11424.31,498.426,13781.29,0.828972469,0.01,0.8289725+/-0.0000009
634,634,634,498.635,11435.91,498.635,13635.21,0.838704354,0.01,0.8387044+/-0.0000010
635,635,635,498.845,11564.94,498.845,14001.11,0.826001653,0.01,0.8260017+/-0.0000009
636,636,636,499.054,11703.52,499.054,14078.25,0.831319234,0.01,0.8313192+/-0.0000009
637,637,637,499.264,11870.77,499.264,14201.13,0.835903199,0.01,0.8359032+/-0.0000009
638,638,638,499.473,11940.4,499.473,14450.3,0.826308104,0.01,0.8263081+/-0.0000009
639,639,639,499.683,12106.28,499.683,14386.81,0.841484665,0.01,0.8414847+/-0.0000009
640,640,640,499.892,12055.77,499.892,14446.2,0.834528803,0.01,0.8345288+/-0.0000009
641,641,641,500.102,12186.84,500.102,14789.58,0.824015286,0.01,0.8240153+/-0.0000009
642,642,642,500.311,12309.71,500.311,14642.81,0.840665828,0.01,0.8406658+/-0.0000009
643,643,643,500.521,12299.47,500.521,14831.9,0.829257883,0.01,0.8292579+/-0.0000009
644,644,644,500.73,12515.88,500.73,15167.77,0.825162829,0.01,0.8251628+/-0.0000009
645,645,645,500.94,12582.78,500.94,15212.14,0.827153839,0.01,0.8271538+/-0.0000009
646,646,646,501.149,12505.64,501.149,14995.74,0.833946174,0.01,0.8339462+/-0.0000009
647,647,647,501.358,12801.23,501.358,15490.66,0.826383769,0.01,0.8263838+/-0.0000008
648,648,648,501.568,13001.93,501.568,15537.09,0.836831736,0.01,0.8368317+/-0.0000008
649,649,649,501.777,12913.18,501.777,15528.21,0.831594884,0.01,0.8315949+/-0.0000008
650,650,650,501.987,12922.06,501.987,15638.12,0.826317997,0.01,0.8263180+/-0.0000008
651,651,651,502.196,13059.27,502.196,15626.51,0.835712517,0.01,0.8357125+/-0.0000008
652,652,652,502.405,13197.17,502.405,15842.92,0.833001113,0.01,0.8330011+/-0.0000008
653,653,653,502.615,13275.67,502.615,16016.31,0.828884431,0.01,0.8288844+/-0.0000008
654,654,654,502.824,13315.95,502.824,16264.11,0.818732165,0.01,0.8187322+/-0.0000008
655,655,655,503.033,13369.2,503.033,16158.3,0.82738902,0.01,0.8273890+/-0.0000008
656,656,656,503.242,13591.06,503.242,16355.59,0.830973386,0.01,0.8309734+/-0.0000008
657,657,657,503.452,13720.08,503.452,16588.38,0.827089806,0.01,0.8270898+/-0.0000008
658,658,658,503.661,13567.85,503.661,16469.59,0.82381225,0.01,0.8238123+/-0.0000008
659,659,659,503.87,13805.41,503.87,16649.82,0.829162718,0.01,0.8291627+/-0.0000008
660,660,660,504.079,13890.06,504.079,16719.45,0.830772543,0.01,0.8307725+/-0.0000008
661,661,661,504.289,13914.64,504.289,16881.24,0.824266464,0.01,0.8242665+/-0.0000008
662,662,662,504.498,13927.61,504.498,17055.31,0.816614298,0.01,0.8166143+/-0.0000008
663,663,663,504.707,14017.04,504.707,16863.49,0.831206352,0.01,0.8312064+/-0.0000008
664,664,664,504.916,14279.86,504.916,17267.62,0.82697326,0.01,0.8269733+/-0.0000008
665,665,665,505.125,14107.83,505.125,17153.62,0.822440395,0.01,0.8224404+/-0.0000008
666,666,666,505.335,14384.99,505.335,17250.55,0.833885876,0.01,0.8338859+/-0.0000008
667,667,667,505.544,14472.37,505.544,17497.67,0.827102694,0.01,0.8271027+/-0.0000007
668,668,668,505.753,14279.86,505.753,17467.64,0.817503681,0.01,0.8175037+/-0.0000007
669,669,669,505.962,14671.71,505.962,17709.3,0.828474869,0.01,0.8284749+/-0.0000007
670,670,670,506.171,14611.63,506.171,17744.11,0.823463673,0.01,0.8234637+/-0.0000007
671,671,671,506.38,14798.68,506.38,18034.24,0.820587948,0.01,0.8205879+/-0.0000007
672,672,672,506.589,14886.74,506.589,18081.35,0.823320161,0.01,0.8233202+/-0.0000007
673,673,673,506.798,14859.44,506.798,18045.16,0.823458479,0.01,0.8234585+/-0.0000007
674,674,674,507.007,15200.76,507.007,18212.42,0.834637022,0.01,0.8346370+/-0.0000007
675,675,675,507.216,15090.17,507.216,18504.59,0.815482537,0.01,0.8154825+/-0.0000007
676,676,676,507.425,15168.68,507.425,18335.29,0.827294251,0.01,0.8272943+/-0.0000007
677,677,677,507.634,15170.04,507.634,18563.98,0.817176058,0.01,0.8171761+/-0.0000007
678,678,678,507.843,15372.11,507.843,18781.07,0.818489575,0.01,0.8184896+/-0.0000007
679,679,679,508.052,15600.8,508.052,18782.43,0.83060605,0.01,0.8306061+/-0.0000007
680,680,680,508.261,15490.89,508.261,18755.13,0.825954819,0.01,0.8259548+/-0.0000007
681,681,681,508.47,15658.83,508.47,18981.77,0.824940456,0.01,0.8249405+/-0.0000007
682,682,682,508.679,15363.92,508.679,18845.24,0.81526794,0.01,0.8152679+/-0.0000007
683,683,683,508.888,15852.7,508.888,19252.78,0.823397972,0.01,0.8233980+/-0.0000007
684,684,684,509.097,15774.19,509.097,19263.02,0.818884578,0.01,0.8188846+/-0.0000007
685,685,685,509.306,15768.73,509.306,19248.69,0.819210554,0.01,0.8192106+/-0.0000007
686,686,686,509.515,15979.67,509.515,19366.1,0.825136192,0.01,0.8251362+/-0.0000007
687,687,687,509.724,15911.41,509.724,19440.51,0.818466697,0.01,0.8184667+/-0.0000007
688,688,688,509.933,16044.53,509.933,19708.8,0.814079497,0.01,0.8140795+/-0.0000007
689,689,689,510.142,16079.34,510.142,19542.23,0.82279965,0.01,0.8227996+/-0.0000007
690,690,690,510.35,16355.82,510.35,19801.64,0.8259831,0.01,0.8259831+/-0.0000007
691,691,691,510.559,16264.34,510.559,19871.95,0.818457172,0.01,0.8184572+/-0.0000007
692,692,692,510.768,16334.66,510.768,19957.97,0.818452979,0.01,0.8184530+/-0.0000006
693,693,693,510.977,16429.54,510.977,20252.19,0.811247574,0.01,0.8112476+/-0.0000006
694,694,694,511.186,16299.16,511.186,19899.26,0.819083725,0.01,0.8190837+/-0.0000006
695,695,695,511.394,16748.35,511.394,20292.47,0.825348023,0.01,0.8253480+/-0.0000006
696,696,696,511.603,16738.79,511.603,20413.98,0.819967003,0.01,0.8199670+/-0.0000006
697,697,697,511.812,16755.17,511.812,20325.24,0.824352874,0.01,0.8243529+/-0.0000006
698,698,698,512.021,16774.29,512.021,20575.09,0.815271768,0.01,0.8152718+/-0.0000006
699,699,699,512.229,16897.85,512.229,20678.85,0.817156176,0.01,0.8171562+/-0.0000006
700,700,700,512.438,16716.94,512.438,20908.22,0.799539129,0.01,0.7995391+/-0.0000006
701,701,701,512.647,16968.84,512.647,20771.01,0.816948237,0.01,0.8169482+/-0.0000006
702,702,702,512.856,17136.09,512.856,20940.99,0.818303719,0.01,0.8183037+/-0.0000006
703,703,703,513.064,17034.38,513.064,21103.46,0.807184225,0.01,0.8071842+/-0.0000006
704,704,704,513.273,17230.3,513.273,20952.6,0.82234663,0.01,0.8223466+/-0.0000006
705,705,705,513.481,17243.27,513.481,21207.91,0.81305843,0.01,0.8130584+/-0.0000006
706,706,706,513.69,17209.14,513.69,21244.77,0.810041248,0.01,0.8100412+/-0.0000006
707,707,707,513.899,17197.53,513.899,21388.13,0.804068892,0.01,0.8040689+/-0.0000006
708,708,708,514.107,17460.36,514.107,21427.04,0.814875036,0.01,0.8148750+/-0.0000006
709,709,709,514.316,17375.02,514.316,21372.43,0.812964179,0.01,0.8129642+/-0.0000006
710,710,710,514.525,17657.64,514.525,21642.08,0.815893851,0.01,0.8158939+/-0.0000006
711,711,711,514.733,17625.56,514.733,21635.25,0.814668654,0.01,0.8146687+/-0.0000006
712,712,712,514.942,17641.94,514.942,21734.24,0.811711843,0.01,0.8117118+/-0.0000006
713,713,713,515.15,17736.83,515.15,21950.64,0.808032477,0.01,0.8080325+/-0.0000006
714,714,714,515.359,17613.27,515.359,21857.12,0.805836725,0.01,0.8058367+/-0.0000006
715,715,715,515.567,17759.36,515.567,22077.62,0.804405547,0.01,0.8044055+/-0.0000006
716,716,716,515.776,17965.52,515.776,22384.81,0.80257639,0.01,0.8025764+/-0.0000006
717,717,717,515.984,17611.91,515.984,22012.08,0.800102035,0.01,0.8001020+/-0.0000006
718,718,718,516.193,17983.95,516.193,22372.52,0.803841051,0.01,0.8038411+/-0.0000006
719,719,719,516.401,17865.85,516.401,22250.33,0.802947642,0.01,0.8029476+/-0.0000006
720,720,720,516.61,18220.15,516.61,22496.08,0.809925551,0.01,0.8099256+/-0.0000006
721,721,721,516.818,18239.95,516.818,22498.81,0.810707322,0.01,0.8107073+/-0.0000006
722,722,722,517.027,18122.53,517.027,22601.9,0.801814449,0.01,0.8018144+/-0.0000006
723,723,723,517.235,18165.54,517.235,22666.06,0.801442333,0.01,0.8014423+/-0.0000006
724,724,724,517.443,18302.75,517.443,22795.09,0.802925104,0.01,0.8029251+/-0.0000006
725,725,725,517.652,18409.93,517.652,23137.1,0.795688742,0.01,0.7956887+/-0.0000006
726,726,726,517.86,18275.45,517.86,22976.67,0.795391586,0.01,0.7953916+/-0.0000006
727,727,727,518.068,18388.77,518.068,22929.57,0.801967503,0.01,0.8019675+/-0.0000006
728,728,728,518.277,18408.57,518.277,23179.42,0.794177335,0.01,0.7941773+/-0.0000006
729,729,729,518.485,18550.56,518.485,23253.83,0.797742135,0.01,0.7977421+/-0.0000006
730,730,730,518.693,18491.85,518.693,23188.98,0.797441285,0.01,0.7974413+/-0.0000006
731,731,731,518.902,18493.9,518.902,23302.3,0.79365127,0.01,0.7936513+/-0.0000005
732,732,732,519.11,18712.35,519.11,23410.16,0.799326019,0.01,0.7993260+/-0.0000005
733,733,733,519.318,18602.44,519.318,23311.86,0.7979818,0.01,0.7979818+/-0.0000005
734,734,734,519.527,18850.24,519.527,23442.24,0.804114283,0.01,0.8041143+/-0.0000005
735,735,735,519.735,18927.38,519.735,23491.4,0.805715283,0.01,0.8057153+/-0.0000005
736,736,736,519.943,18776.52,519.943,23575.36,0.796446799,0.01,0.7964468+/-0.0000005
737,737,737,520.151,18675.48,520.151,23469.55,0.795732343,0.01,0.7957323+/-0.0000005
738,738,738,520.36,18921.24,520.36,23917.37,0.791108721,0.01,0.7911087+/-0.0000005
739,739,739,520.568,19126.04,520.568,23882.56,0.800837096,0.01,0.8008371+/-0.0000005
740,740,740,520.776,19121.26,520.776,23983.59,0.797264296,0.01,0.7972643+/-0.0000005
741,741,741,520.984,19008.62,520.984,23967.21,0.793109419,0.01,0.7931094+/-0.0000005
742,742,742,521.192,19158.12,521.192,24294.88,0.788566151,0.01,0.7885662+/-0.0000005
743,743,743,521.4,19078.25,521.4,23885.29,0.79874475,0.01,0.7987448+/-0.0000005
744,744,744,521.609,19264.62,521.609,24161.76,0.797318573,0.01,0.7973186+/-0.0000005
745,745,745,521.817,19384.76,521.817,24672.39,0.785686348,0.01,0.7856863+/-0.0000005
746,746,746,522.025,19151.3,522.025,24343.35,0.786715879,0.01,0.7867159+/-0.0000005
747,747,747,522.233,19377.25,522.233,24444.38,0.792707772,0.01,0.7927078+/-0.0000005
748,748,748,522.441,19388.18,522.441,24447.8,0.793043955,0.01,0.7930440+/-0.0000005
749,749,749,522.649,19403.2,522.649,24663.52,0.786716576,0.01,0.7867166+/-0.0000005
750,750,750,522.857,19618.23,522.857,24615.05,0.797001428,0.01,0.7970014+/-0.0000005
751,751,751,523.065,19238.68,523.065,24602.76,0.781972429,0.01,0.7819724+/-0.0000005
752,752,752,523.273,19531.53,523.273,24869.0,0.785376573,0.01,0.7853766+/-0.0000005
753,753,753,523.481,19592.29,523.481,24999.38,0.783711036,0.01,0.7837110+/-0.0000005
754,754,754,523.689,19482.38,523.689,24889.48,0.782755606,0.01,0.7827556+/-0.0000005
755,755,755,523.897,19554.75,523.897,25029.42,0.781270601,0.01,0.7812706+/-0.0000005
756,756,756,524.105,19739.06,524.105,25306.58,0.779997139,0.01,0.7799971+/-0.0000005
757,757,757,524.313,19629.15,524.313,25062.87,0.783196418,0.01,0.7831964+/-0.0000005
758,758,758,524.521,19640.76,524.521,25063.55,0.783638391,0.01,0.7836384+/-0.0000005
759,759,759,524.729,19786.17,524.729,25281.32,0.78263991,0.01,0.7826399+/-0.0000005
760,760,760,524.937,19875.59,524.937,25369.38,0.783447999,0.01,0.7834480+/-0.0000005
761,761,761,525.145,19836.0,525.145,25277.91,0.784716774,0.01,0.7847168+/-0.0000005
762,762,762,525.353,19812.79,525.353,25264.94,0.784200952,0.01,0.7842010+/-0.0000005
763,763,763,525.561,19943.18,525.561,25586.47,0.779442416,0.01,0.7794424+/-0.0000005
764,764,764,525.769,20048.99,525.769,25765.32,0.778138599,0.01,0.7781386+/-0.0000005
765,765,765,525.976,19708.34,525.976,25430.82,0.77497855,0.01,0.7749785+/-0.0000005
766,766,766,526.184,20068.79,526.184,25955.1,0.773211816,0.01,0.7732118+/-0.0000005
767,767,767,526.392,20084.49,526.392,25683.41,0.782002468,0.01,0.7820025+/-0.0000005
768,768,768,526.6,19937.03,526.6,25708.66,0.775498606,0.01,0.7754986+/-0.0000005
769,769,769,526.808,19957.51,526.808,25720.95,0.775924295,0.01,0.7759243+/-0.0000005
770,770,770,527.016,19984.14,527.016,25844.51,0.773245072,0.01,0.7732451+/-0.0000005
771,771,771,527.223,19982.77,527.223,25857.48,0.772804233,0.01,0.7728042+/-0.0000005
772,772,772,527.431,20003.93,527.431,25895.03,0.772500746,0.01,0.7725007+/-0.0000005
773,773,773,527.639,20212.14,527.639,26175.6,0.77217485,0.01,0.7721748+/-0.0000005
774,774,774,527.847,19974.58,527.847,25748.26,0.775764265,0.01,0.7757643+/-0.0000005
775,775,775,528.054,20333.66,528.054,26358.55,0.771425591,0.01,0.7714256+/-0.0000005
776,776,776,528.262,20146.61,528.262,26202.22,0.76888943,0.01,0.7688894+/-0.0000005
777,777,777,528.47,20293.38,528.47,26234.31,0.773543501,0.01,0.7735435+/-0.0000005
778,778,778,528.677,20264.71,528.677,26417.26,0.76710113,0.01,0.7671011+/-0.0000005
779,779,779,528.885,20345.26,528.885,26515.56,0.767295128,0.01,0.7672951+/-0.0000005
780,780,780,529.093,20358.91,529.093,26514.2,0.767849303,0.01,0.7678493+/-0.0000005
781,781,781,529.3,20339.12,529.3,26439.11,0.769281568,0.01,0.7692816+/-0.0000005
782,782,782,529.508,20460.63,529.508,26598.16,0.769249828,0.01,0.7692498+/-0.0000005
783,783,783,529.716,20582.83,529.716,26627.52,0.772990876,0.01,0.7729909+/-0.0000005
784,784,784,529.923,20330.24,529.923,26897.17,0.755850523,0.01,0.7558505+/-0.0000005
785,785,785,530.131,20395.78,530.131,26764.05,0.762058806,0.01,0.7620588+/-0.0000005
786,786,786,530.339,20614.91,530.339,26891.02,0.766609448,0.01,0.7666094+/-0.0000005
787,787,787,530.546,20344.58,530.546,26710.8,0.761661201,0.01,0.7616612+/-0.0000005
788,788,788,530.754,20655.19,530.754,27022.78,0.764362142,0.01,0.7643621+/-0.0000005
789,789,789,530.961,20524.8,530.961,26848.02,0.764480956,0.01,0.7644810+/-0.0000005
790,790,790,531.169,20693.42,531.169,27170.91,0.761602022,0.01,0.7616020+/-0.0000005
791,791,791,531.376,20779.43,531.376,27261.02,0.762239637,0.01,0.7622396+/-0.0000005
792,792,792,531.584,20820.39,531.584,27080.8,0.768824776,0.01,0.7688248+/-0.0000005
793,793,793,531.791,20864.76,531.791,27338.85,0.763190844,0.01,0.7631908+/-0.0000005
794,794,794,531.999,20717.99,531.999,27192.08,0.76191266,0.01,0.7619127+/-0.0000005
795,795,795,532.206,20860.67,532.206,27302.67,0.76405238,0.01,0.7640524+/-0.0000005
796,796,796,532.414,20913.23,532.414,27461.04,0.761560014,0.01,0.7615600+/-0.0000005
797,797,797,532.621,20845.65,532.621,27393.46,0.760971779,0.01,0.7609718+/-0.0000005
798,798,798,532.829,20912.55,532.829,27611.91,0.757374263,0.01,0.7573743+/-0.0000005
799,799,799,533.036,20769.87,533.036,27378.44,0.758621382,0.01,0.7586214+/-0.0000005
800,800,800,533.243,21180.83,533.243,27920.47,0.758612946,0.01,0.7586129+/-0.0000004
801,801,801,533.451,20789.67,533.451,27609.86,0.752979914,0.01,0.7529799+/-0.0000005
802,802,802,533.658,21148.75,533.658,28024.92,0.75464087,0.01,0.7546409+/-0.0000004
803,803,803,533.865,21072.97,533.865,27927.98,0.754546874,0.01,0.7545469+/-0.0000004
804,804,804,534.073,21060.0,534.073,28209.92,0.746545896,0.01,0.7465459+/-0.0000004
805,805,805,534.28,21211.55,534.28,28048.81,0.756237074,0.01,0.7562371+/-0.0000004
806,806,806,534.487,21287.33,534.487,28367.61,0.75040971,0.01,0.7504097+/-0.0000004
807,807,807,534.695,21085.94,534.695,28116.39,0.749951896,0.01,0.7499519+/-0.0000004
808,808,808,534.902,21389.73,534.902,28392.87,0.75334864,0.01,0.7533486+/-0.0000004
809,809,809,535.109,21192.44,535.109,28300.03,0.748848676,0.01,0.7488487+/-0.0000004
810,810,810,535.317,21376.07,535.317,28563.53,0.748369337,0.01,0.7483693+/-0.0000004
811,811,811,535.524,21298.93,535.524,28520.52,0.746793186,0.01,0.7467932+/-0.0000004
812,812,812,535.731,21339.21,535.731,28594.93,0.746258515,0.01,0.7462585+/-0.0000004
813,813,813,535.938,21342.62,535.938,28612.68,0.745914748,0.01,0.7459147+/-0.0000004
814,814,814,536.146,21532.4,536.146,28663.2,0.751221078,0.01,0.7512211+/-0.0000004
815,815,815,536.353,21503.73,536.353,28543.05,0.753378844,0.01,0.7533788+/-0.0000004
816,816,816,536.56,21409.52,536.56,28869.36,0.741600091,0.01,0.7416001+/-0.0000004
817,817,817,536.767,21389.04,536.767,28794.27,0.742822791,0.01,0.7428228+/-0.0000004
818,818,818,536.974,21726.27,536.974,29223.66,0.743447946,0.01,0.7434479+/-0.0000004
819,819,819,537.181,21551.51,537.181,29076.89,0.741190341,0.01,0.7411903+/-0.0000004
820,820,820,537.389,21684.63,537.389,29037.98,0.746767854,0.01,0.7467679+/-0.0000004
821,821,821,537.596,21582.23,537.596,29230.49,0.738346501,0.01,0.7383465+/-0.0000004
822,822,822,537.803,21793.86,537.803,29354.73,0.742430947,0.01,0.7424309+/-0.0000004
823,823,823,538.01,21518.06,538.01,29146.52,0.738272013,0.01,0.7382720+/-0.0000004
824,824,824,538.217,21708.53,538.217,29362.92,0.73931782,0.01,0.7393178+/-0.0000004
825,825,825,538.424,21653.91,538.424,29425.04,0.735900784,0.01,0.7359008+/-0.0000004
826,826,826,538.631,21887.38,538.631,29514.47,0.741581333,0.01,0.7415813+/-0.0000004
827,827,827,538.838,21681.9,538.838,29395.69,0.737587721,0.01,0.7375877+/-0.0000004
828,828,828,539.045,22012.99,539.045,29656.46,0.742266272,0.01,0.7422663+/-0.0000004
829,829,829,539.252,21825.94,539.252,29487.17,0.74018429,0.01,0.7401843+/-0.0000004
830,830,830,539.459,21802.05,539.459,29915.87,0.728778739,0.01,0.7287787+/-0.0000004
831,831,831,539.666,22001.39,539.666,30082.44,0.731369862,0.01,0.7313699+/-0.0000004
832,832,832,539.873,22004.8,539.873,30150.71,0.729826926,0.01,0.7298269+/-0.0000004
833,833,833,540.08,22018.45,540.08,29737.02,0.740439022,0.01,0.7404390+/-0.0000004
834,834,834,540.287,21758.36,540.287,29841.46,0.729131886,0.01,0.7291319+/-0.0000004
835,835,835,540.494,22239.63,540.494,30152.07,0.737582196,0.01,0.7375822+/-0.0000004
836,836,836,540.701,22120.17,540.701,30236.04,0.731582906,0.01,0.7315829+/-0.0000004
837,837,837,540.908,21989.78,540.908,30158.22,0.729147145,0.01,0.7291471+/-0.0000004
838,838,838,541.115,22310.63,541.115,30501.59,0.731457934,0.01,0.7314579+/-0.0000004
839,839,839,541.322,21911.96,541.322,30192.35,0.725745429,0.01,0.7257454+/-0.0000004
840,840,840,541.529,22090.13,541.529,30574.64,0.72249845,0.01,0.7224984+/-0.0000004
841,841,841,541.735,22258.06,541.735,30395.78,0.732274678,0.01,0.7322747+/-0.0000004
842,842,842,541.942,22600.76,541.942,30890.71,0.731636146,0.01,0.7316361+/-0.0000004
843,843,843,542.149,22346.81,542.149,30380.08,0.735574429,0.01,0.7355744+/-0.0000004
844,844,844,542.356,22430.09,542.356,30713.22,0.73030734,0.01,0.7303073+/-0.0000004
845,845,845,542.563,22342.03,542.563,30676.35,0.728314483,0.01,0.7283145+/-0.0000004
846,846,846,542.77,22477.2,542.77,30634.71,0.733716755,0.01,0.7337168+/-0.0000004
847,847,847,542.976,22505.87,542.976,31133.05,0.722893195,0.01,0.7228932+/-0.0000004
848,848,848,543.183,22439.65,543.183,31117.35,0.721129852,0.01,0.7211299+/-0.0000004
849,849,849,543.39,22343.4,543.39,31027.92,0.720106278,0.01,0.7201063+/-0.0000004
850,850,850,543.597,22678.58,543.597,31524.21,0.719402009,0.01,0.7194020+/-0.0000004
851,851,851,543.803,22561.85,543.803,31406.8,0.718374683,0.01,0.7183747+/-0.0000004
852,852,852,544.01,22475.83,544.01,31378.81,0.716274135,0.01,0.7162741+/-0.0000004
853,853,853,544.217,22724.32,544.217,31265.49,0.726817971,0.01,0.7268180+/-0.0000004
854,854,854,544.423,22636.94,544.423,31396.56,0.721000645,0.01,0.7210006+/-0.0000004
855,855,855,544.63,22643.76,544.63,31480.52,0.719294345,0.01,0.7192943+/-0.0000004
856,856,856,544.837,22841.74,544.837,31866.91,0.716785531,0.01,0.7167855+/-0.0000004
857,857,857,545.043,22794.63,545.043,31565.85,0.722129453,0.01,0.7221295+/-0.0000004
858,858,858,545.25,22684.72,545.25,31737.2,0.714767528,0.01,0.7147675+/-0.0000004
859,859,859,545.457,22924.34,545.457,32045.08,0.715377836,0.01,0.7153778+/-0.0000004
860,860,860,545.663,22774.83,545.663,31830.04,0.71551371,0.01,0.7155137+/-0.0000004
861,861,861,545.87,22722.95,545.87,31812.98,0.71426663,0.01,0.7142666+/-0.0000004
862,862,862,546.076,23084.76,546.076,32443.75,0.711531805,0.01,0.7115318+/-0.0000004
863,863,863,546.283,22999.43,546.283,32155.67,0.715252707,0.01,0.7152527+/-0.0000004
864,864,864,546.489,22729.1,546.489,32088.77,0.708319453,0.01,0.7083195+/-0.0000004
865,865,865,546.696,22970.76,546.696,32120.85,0.715135496,0.01,0.7151355+/-0.0000004
866,866,866,546.903,23245.18,546.903,32450.58,0.716325563,0.01,0.7163256+/-0.0000004
867,867,867,547.109,23051.99,547.109,32223.25,0.715383768,0.01,0.7153838+/-0.0000004
868,868,868,547.316,22945.5,547.316,32399.38,0.708207997,0.01,0.7082080+/-0.0000004
869,869,869,547.522,23243.82,547.522,32479.25,0.715651377,0.01,0.7156514+/-0.0000004
870,870,870,547.729,23236.99,547.729,32595.3,0.712893883,0.01,0.7128939+/-0.0000004
871,871,871,547.935,23054.72,547.935,32731.15,0.70436633,0.01,0.7043663+/-0.0000004
872,872,872,548.141,23158.49,548.141,32834.91,0.705300852,0.01,0.7053009+/-0.0000004
873,873,873,548.348,23138.69,548.348,32685.41,0.707921057,0.01,0.7079211+/-0.0000004
874,874,874,548.554,23134.59,548.554,32838.33,0.704499589,0.01,0.7044996+/-0.0000004
875,875,875,548.761,23187.16,548.761,32825.36,0.706379458,0.01,0.7063795+/-0.0000004
876,876,876,548.967,23219.93,548.967,32887.48,0.70604163,0.01,0.7060416+/-0.0000004
877,877,877,549.173,23246.55,549.173,33073.84,0.702868188,0.01,0.7028682+/-0.0000004
878,878,878,549.38,23618.6,549.38,33330.52,0.708617807,0.01,0.7086178+/-0.0000004
879,879,879,549.586,23304.58,549.586,33349.64,0.698795549,0.01,0.6987955+/-0.0000004
880,880,880,549.792,23293.65,549.792,33154.4,0.702580955,0.01,0.7025810+/-0.0000004
881,881,881,549.999,23561.94,549.999,33287.51,0.707831256,0.01,0.7078313+/-0.0000004
882,882,882,550.205,23354.41,550.205,33237.68,0.70264862,0.01,0.7026486+/-0.0000004
883,883,883,550.411,23576.96,550.411,33541.46,0.702919909,0.01,0.7029199+/-0.0000004
884,884,884,550.618,23512.79,550.618,33634.3,0.699071781,0.01,0.6990718+/-0.0000004
885,885,885,550.824,23525.07,550.824,33837.73,0.69523192,0.01,0.6952319+/-0.0000004
886,886,886,551.03,23670.48,551.03,33979.73,0.696605888,0.01,0.6966059+/-0.0000004
887,887,887,551.236,23379.67,551.236,33547.61,0.696910152,0.01,0.6969102+/-0.0000004
888,888,888,551.443,23641.81,551.443,33955.15,0.696265809,0.01,0.6962658+/-0.0000004
889,889,889,551.649,23741.48,551.649,34040.48,0.69744845,0.01,0.6974484+/-0.0000004
890,890,890,551.855,23736.01,551.855,34142.2,0.695210326,0.01,0.6952103+/-0.0000004
891,891,891,552.061,23917.6,552.061,34271.9,0.697877853,0.01,0.6978779+/-0.0000004
892,892,892,552.268,23885.52,552.268,34075.3,0.700962868,0.01,0.7009629+/-0.0000004
893,893,893,552.474,24023.41,552.474,34381.81,0.698724413,0.01,0.69872441+/-0.00000035
894,894,894,552.68,23947.64,552.68,34531.31,0.693505112,0.01,0.69350511+/-0.00000035
895,895,895,552.886,23946.27,552.886,34244.6,0.699271418,0.01,0.6992714+/-0.0000004
896,896,896,553.092,23992.69,553.092,34532.68,0.69478216,0.01,0.69478216+/-0.00000035
897,897,897,553.298,23933.99,553.298,34351.09,0.696746159,0.01,0.69674616+/-0.00000035
898,898,898,553.504,23986.55,553.504,34393.42,0.697416831,0.01,0.69741683+/-0.00000035
899,899,899,553.71,23985.87,553.71,34517.66,0.694886907,0.01,0.69488691+/-0.00000035
900,900,900,553.916,24139.46,553.916,34792.77,0.693806788,0.01,0.69380679+/-0.00000035
901,901,901,554.123,24169.5,554.123,34515.61,0.70024838,0.01,0.70024838+/-0.00000035
902,902,902,554.329,24071.88,554.329,34824.86,0.691226899,0.01,0.69122690+/-0.00000035
903,903,903,554.535,24278.04,554.535,35085.63,0.691965343,0.01,0.69196534+/-0.00000035
904,904,904,554.741,24202.95,554.741,35288.38,0.685861748,0.01,0.68586175+/-0.00000034
905,905,905,554.947,24170.87,554.947,35089.04,0.688843867,0.01,0.68884387+/-0.00000035
906,906,906,555.153,24310.13,555.153,35048.77,0.693608649,0.01,0.69360865+/-0.00000035
907,907,907,555.359,24093.73,555.359,35177.79,0.684913123,0.01,0.68491312+/-0.00000034
908,908,908,555.565,24501.27,555.565,35553.93,0.689129725,0.01,0.68912972+/-0.00000034
909,909,909,555.77,24336.07,555.77,35281.55,0.689767598,0.01,0.68976760+/-0.00000034
910,910,910,555.976,24300.57,555.976,35602.4,0.682554266,0.01,0.68255427+/-0.00000034
911,911,911,556.182,24417.99,556.182,35596.94,0.685957557,0.01,0.68595756+/-0.00000034
912,912,912,556.388,24656.24,556.388,35768.29,0.689332367,0.01,0.68933237+/-0.00000034
913,913,913,556.594,24301.25,556.594,35377.81,0.686906567,0.01,0.68690657+/-0.00000034
914,914,914,556.8,24734.06,556.8,35857.03,0.689796673,0.01,0.68979667+/-0.00000034
915,915,915,557.006,24559.98,557.006,35767.6,0.686654402,0.01,0.68665440+/-0.00000034
916,916,916,557.212,24611.18,557.212,35996.29,0.683714349,0.01,0.68371435+/-0.00000034
