,Unnamed: 0.1,Unnamed: 0,Wavelength,Ruby Intensity,Wavelength(nm),No Ruby Intensity,Transmission,Intensity_measurement_error,Transmission_error
2687,2687,2687,898.937,13017.63,898.937,15450.39,0.84254378,0.01,0.8425438+/-0.0000008
2688,2688,2688,899.116,13072.92,899.116,15520.7,0.84228933,0.01,0.8422893+/-0.0000008
2689,2689,2689,899.295,12958.24,899.295,15355.5,0.843882648,0.01,0.8438826+/-0.0000009
2690,2690,2690,899.474,13049.03,899.474,15400.55,0.847309349,0.01,0.8473093+/-0.0000009
2691,2691,2691,899.653,12967.8,899.653,15311.81,0.846914898,0.01,0.8469149+/-0.0000009
2692,2692,2692,899.832,13153.48,899.832,15524.12,0.847293115,0.01,0.8472931+/-0.0000008
2693,2693,2693,900.011,12788.26,900.011,15388.27,0.831039487,0.01,0.8310395+/-0.0000008
2694,2694,2694,900.19,12974.62,900.19,15516.61,0.836176201,0.01,0.8361762+/-0.0000008
2695,2695,2695,900.369,12868.13,900.369,15443.56,0.83323599,0.01,0.8332360+/-0.0000008
2696,2696,2696,900.548,12912.5,900.548,15518.65,0.832063356,0.01,0.8320634+/-0.0000008
2697,2697,2697,900.727,12719.31,900.727,15227.16,0.835304154,0.01,0.8353042+/-0.0000009
2698,2698,2698,900.906,12866.08,900.906,15356.86,0.837806687,0.01,0.8378067+/-0.0000008
2699,2699,2699,901.084,12911.82,901.084,15357.55,0.840747385,0.01,0.8407474+/-0.0000009
2700,2700,2700,901.263,12853.11,901.263,15323.41,0.838789147,0.01,0.8387891+/-0.0000009
2701,2701,2701,901.442,12839.46,901.442,15320.0,0.838084856,0.01,0.8380849+/-0.0000009
2702,2702,2702,901.621,13016.95,901.621,15432.64,0.843468778,0.01,0.8434688+/-0.0000008
2703,2703,2703,901.8,12939.81,901.8,15315.22,0.844898735,0.01,0.8448987+/-0.0000009
2704,2704,2704,901.979,12835.36,901.979,15395.09,0.833730754,0.01,0.8337308+/-0.0000008
2705,2705,2705,902.157,12950.73,902.157,15103.6,0.857459811,0.01,0.8574598+/-0.0000009
2706,2706,2706,902.336,12785.53,902.336,15268.8,0.83736312,0.01,0.8373631+/-0.0000009
2707,2707,2707,902.515,12727.5,902.515,15021.0,0.847313761,0.01,0.8473138+/-0.0000009
2708,2708,2708,902.694,12861.98,902.694,15355.5,0.837613884,0.01,0.8376139+/-0.0000008
2709,2709,2709,902.872,12659.92,902.872,15152.75,0.835486628,0.01,0.8354866+/-0.0000009
2710,2710,2710,903.051,12704.29,903.051,15138.41,0.839209005,0.01,0.8392090+/-0.0000009
2711,2711,2711,903.23,12787.57,903.23,15063.32,0.848921088,0.01,0.8489211+/-0.0000009
2712,2712,2712,903.408,12758.22,903.408,15273.58,0.835313005,0.01,0.8353130+/-0.0000009
2713,2713,2713,903.587,12718.63,903.587,15044.89,0.84537873,0.01,0.8453787+/-0.0000009
2714,2714,2714,903.766,12806.69,903.766,15227.16,0.841042584,0.01,0.8410426+/-0.0000009
2715,2715,2715,903.944,12745.25,903.944,15046.26,0.847070966,0.01,0.8470710+/-0.0000009
2716,2716,2716,904.123,12758.9,904.123,15134.32,0.843044154,0.01,0.8430442+/-0.0000009
2717,2717,2717,904.301,12595.06,904.301,14997.79,0.839794396,0.01,0.8397944+/-0.0000009
2718,2718,2718,904.48,12593.7,904.48,15072.88,0.835520484,0.01,0.8355205+/-0.0000009
2719,2719,2719,904.658,12625.1,904.658,15034.65,0.839733549,0.01,0.8397335+/-0.0000009
2720,2720,2720,904.837,12701.56,904.837,15174.6,0.837027665,0.01,0.8370277+/-0.0000009
2721,2721,2721,905.015,12502.22,905.015,15038.06,0.831371866,0.01,0.8313719+/-0.0000009
2722,2722,2722,905.194,12710.43,905.194,15139.1,0.839576329,0.01,0.8395763+/-0.0000009
2723,2723,2723,905.372,12584.82,905.372,14904.95,0.84433829,0.01,0.8443383+/-0.0000009
2724,2724,2724,905.551,12619.64,905.551,15087.22,0.836445681,0.01,0.8364457+/-0.0000009
2725,2725,2725,905.729,12545.23,905.729,14864.67,0.8439629,0.01,0.8439629+/-0.0000009
2726,2726,2726,905.908,12525.43,905.908,15104.96,0.829226294,0.01,0.8292263+/-0.0000009
2727,2727,2727,906.086,12522.02,906.086,15003.25,0.834620499,0.01,0.8346205+/-0.0000009
2728,2728,2728,906.264,12662.65,906.264,15104.28,0.838348468,0.01,0.8383485+/-0.0000009
2729,2729,2729,906.443,12652.41,906.443,15099.5,0.837935693,0.01,0.8379357+/-0.0000009
2730,2730,2730,906.621,12485.84,906.621,15012.81,0.831679079,0.01,0.8316791+/-0.0000009
2731,2731,2731,906.8,12396.41,906.8,15184.83,0.816368046,0.01,0.8163680+/-0.0000009
2732,2732,2732,906.978,12388.9,906.978,15090.63,0.820966388,0.01,0.8209664+/-0.0000009
2733,2733,2733,907.156,12338.39,907.156,14973.89,0.823993632,0.01,0.8239936+/-0.0000009
2734,2734,2734,907.334,12411.43,907.334,15100.87,0.821901652,0.01,0.8219017+/-0.0000009
2735,2735,2735,907.513,12436.69,907.513,14760.22,0.842581615,0.01,0.8425816+/-0.0000009
2736,2736,2736,907.691,12356.82,907.691,14848.97,0.83216681,0.01,0.8321668+/-0.0000009
2737,2737,2737,907.869,12203.22,907.869,14769.1,0.826267003,0.01,0.8262670+/-0.0000009
2738,2738,2738,908.047,12333.61,908.047,14836.0,0.831329873,0.01,0.8313299+/-0.0000009
2739,2739,2739,908.226,12324.73,908.226,14646.9,0.841456554,0.01,0.8414566+/-0.0000009
2740,2740,2740,908.404,12360.23,908.404,14934.3,0.827640398,0.01,0.8276404+/-0.0000009
2741,2741,2741,908.582,12463.99,908.582,14875.59,0.83788206,0.01,0.8378821+/-0.0000009
2742,2742,2742,908.76,12478.33,908.76,14911.09,0.836848949,0.01,0.8368489+/-0.0000009
2743,2743,2743,908.938,12326.1,908.938,14765.68,0.834780383,0.01,0.8347804+/-0.0000009
2744,2744,2744,909.116,12599.84,909.116,14838.73,0.849118489,0.01,0.8491185+/-0.0000009
2745,2745,2745,909.294,12438.05,909.294,14917.23,0.833804265,0.01,0.8338043+/-0.0000009
2746,2746,2746,909.472,12479.01,909.472,14861.94,0.839662251,0.01,0.8396623+/-0.0000009
2747,2747,2747,909.651,12506.32,909.651,14812.1,0.844331324,0.01,0.8443313+/-0.0000009
2748,2748,2748,909.829,12743.2,909.829,15060.59,0.84612887,0.01,0.8461289+/-0.0000009
2749,2749,2749,910.007,12312.45,910.007,14714.48,0.836757398,0.01,0.8367574+/-0.0000009
2750,2750,2750,910.185,12461.95,910.185,14840.78,0.839709907,0.01,0.8397099+/-0.0000009
2751,2751,2751,910.363,12397.09,910.363,14740.43,0.841026347,0.01,0.8410263+/-0.0000009
2752,2752,2752,910.541,12384.12,910.541,14745.89,0.839835371,0.01,0.8398354+/-0.0000009
2753,2753,2753,910.719,12287.87,910.719,14678.99,0.837105959,0.01,0.8371060+/-0.0000009
2754,2754,2754,910.897,12374.57,910.897,14724.72,0.840394249,0.01,0.8403942+/-0.0000009
2755,2755,2755,911.074,12239.4,911.074,14672.16,0.834192103,0.01,0.8341921+/-0.0000009
2756,2756,2756,911.252,12319.27,911.252,14799.13,0.832432042,0.01,0.8324320+/-0.0000009
2757,2757,2757,911.43,12379.35,911.43,14640.08,0.845579396,0.01,0.8455794+/-0.0000009
2758,2758,2758,911.608,12443.52,911.608,14894.02,0.83547088,0.01,0.8354709+/-0.0000009
2759,2759,2759,911.786,12117.89,911.786,14564.3,0.832026943,0.01,0.8320269+/-0.0000009
2760,2760,2760,911.964,12199.12,911.964,14567.03,0.837447304,0.01,0.8374473+/-0.0000009
2761,2761,2761,912.142,12147.24,912.142,14605.94,0.831664378,0.01,0.8316644+/-0.0000009
2762,2762,2762,912.319,12348.63,912.319,14628.47,0.844150482,0.01,0.8441505+/-0.0000009
2763,2763,2763,912.497,12040.75,912.497,14376.57,0.837525919,0.01,0.8375259+/-0.0000009
2764,2764,2764,912.675,12326.1,912.675,14801.86,0.832739939,0.01,0.8327399+/-0.0000009
2765,2765,2765,912.853,12088.53,912.853,14380.67,0.840609652,0.01,0.8406097+/-0.0000009
2766,2766,2766,913.031,12200.49,913.031,14732.23,0.828149574,0.01,0.8281496+/-0.0000009
2767,2767,2767,913.208,12253.74,913.208,14626.42,0.837781221,0.01,0.8377812+/-0.0000009
2768,2768,2768,913.386,12140.42,913.386,14666.7,0.827754028,0.01,0.8277540+/-0.0000009
2769,2769,2769,913.564,11918.55,913.564,14432.55,0.825810408,0.01,0.8258104+/-0.0000009
2770,2770,2770,913.741,12057.81,913.741,14416.16,0.83640928,0.01,0.8364093+/-0.0000009
2771,2771,2771,913.919,12079.66,913.919,14446.88,0.836143167,0.01,0.8361432+/-0.0000009
2772,2772,2772,914.097,12220.29,914.097,14430.5,0.846837601,0.01,0.8468376+/-0.0000009
2773,2773,2773,914.274,12142.46,914.274,14278.27,0.850415351,0.01,0.8504154+/-0.0000009
2774,2774,2774,914.452,12096.04,914.452,14501.5,0.834123367,0.01,0.8341234+/-0.0000009
2775,2775,2775,914.629,12016.85,914.629,14265.98,0.842343113,0.01,0.8423431+/-0.0000009
2776,2776,2776,914.807,12048.26,914.807,14425.72,0.835192975,0.01,0.8351930+/-0.0000009
2777,2777,2777,914.985,11994.33,914.985,14225.02,0.843185458,0.01,0.8431855+/-0.0000009
2778,2778,2778,915.162,12156.8,915.162,14435.96,0.842119263,0.01,0.8421193+/-0.0000009
2779,2779,2779,915.34,11956.78,915.34,14375.2,0.831764428,0.01,0.8317644+/-0.0000009
2780,2780,2780,915.517,11988.87,915.517,14534.95,0.824830495,0.01,0.8248305+/-0.0000009
2781,2781,2781,915.695,11928.11,915.695,14246.18,0.837284802,0.01,0.8372848+/-0.0000009
2782,2782,2782,915.872,12119.25,915.872,14356.77,0.844148788,0.01,0.8441488+/-0.0000009
2783,2783,2783,916.05,12044.84,916.05,14431.18,0.834639995,0.01,0.8346400+/-0.0000009
2784,2784,2784,916.227,12097.41,916.227,14370.43,0.841826584,0.01,0.8418266+/-0.0000009
2785,2785,2785,916.404,11989.55,916.404,14269.39,0.840228629,0.01,0.8402286+/-0.0000009
2786,2786,2786,916.582,11932.21,916.582,14210.0,0.839705137,0.01,0.8397051+/-0.0000009
2787,2787,2787,916.759,11984.09,916.759,14306.94,0.837641732,0.01,0.8376417+/-0.0000009
2788,2788,2788,916.937,11902.85,916.937,14386.81,0.82734463,0.01,0.8273446+/-0.0000009
2789,2789,2789,917.114,11782.7,917.114,14215.46,0.828865193,0.01,0.8288652+/-0.0000009
2790,2790,2790,917.291,11905.58,917.291,14184.06,0.839363342,0.01,0.8393633+/-0.0000009
2791,2791,2791,917.469,11865.99,917.469,14306.26,0.829426419,0.01,0.8294264+/-0.0000009
2792,2792,2792,917.646,11934.25,917.646,14442.79,0.826311952,0.01,0.8263120+/-0.0000009
2793,2793,2793,917.823,11805.23,917.823,14164.95,0.833411343,0.01,0.8334113+/-0.0000009
2794,2794,2794,918.0,11801.82,918.0,14340.39,0.822977618,0.01,0.8229776+/-0.0000009
2795,2795,2795,918.178,11825.71,918.178,14201.81,0.83269034,0.01,0.8326903+/-0.0000009
2796,2796,2796,918.355,11788.17,918.355,14188.16,0.830845578,0.01,0.8308456+/-0.0000009
2797,2797,2797,918.532,11896.71,918.532,14239.36,0.835480668,0.01,0.8354807+/-0.0000009
2798,2798,2798,918.709,11793.63,918.709,14156.75,0.833074682,0.01,0.8330747+/-0.0000009
2799,2799,2799,918.886,11782.02,918.886,14175.87,0.831132058,0.01,0.8311321+/-0.0000009
2800,2800,2800,919.064,11735.6,919.064,14134.23,0.83029638,0.01,0.8302964+/-0.0000009
2801,2801,2801,919.241,11730.82,919.241,14164.26,0.828198579,0.01,0.8281986+/-0.0000009
2802,2802,2802,919.418,11915.82,919.418,14360.87,0.829742209,0.01,0.8297422+/-0.0000009
2803,2803,2803,919.595,11583.37,919.595,13772.42,0.84105553,0.01,0.8410555+/-0.0000009
2804,2804,2804,919.772,11747.89,919.772,14159.49,0.829683131,0.01,0.8296831+/-0.0000009
2805,2805,2805,919.949,11562.89,919.949,13954.01,0.828642806,0.01,0.8286428+/-0.0000009
2806,2806,2806,920.126,11577.22,920.126,14023.64,0.825550285,0.01,0.8255503+/-0.0000009
2807,2807,2807,920.303,11634.57,920.303,14021.59,0.829761104,0.01,0.8297611+/-0.0000009
2808,2808,2808,920.48,11682.35,920.48,13998.38,0.834550141,0.01,0.8345501+/-0.0000009
2809,2809,2809,920.657,11419.53,920.657,13874.82,0.823039866,0.01,0.8230399+/-0.0000009
2810,2810,2810,920.834,11713.07,920.834,13935.57,0.840516032,0.01,0.8405160+/-0.0000009
2811,2811,2811,921.011,11694.64,921.011,13824.98,0.845906468,0.01,0.8459065+/-0.0000009
2812,2812,2812,921.188,11607.26,921.188,13898.71,0.835132181,0.01,0.8351322+/-0.0000009
2813,2813,2813,921.365,11518.52,921.365,13772.42,0.836346844,0.01,0.8363468+/-0.0000009
2814,2814,2814,921.542,11587.46,921.542,13782.66,0.840727407,0.01,0.8407274+/-0.0000009
2815,2815,2815,921.719,11414.07,921.719,13759.45,0.829544059,0.01,0.8295441+/-0.0000009
2816,2816,2816,921.896,11530.8,921.896,13601.76,0.847743233,0.01,0.8477432+/-0.0000010
2817,2817,2817,922.073,11371.74,922.073,13612.68,0.835378485,0.01,0.8353785+/-0.0000010
2818,2818,2818,922.25,11304.84,922.25,13597.66,0.831381282,0.01,0.8313813+/-0.0000010
2819,2819,2819,922.426,11381.3,922.426,13659.78,0.833197899,0.01,0.8331979+/-0.0000010
2820,2820,2820,922.603,11465.27,922.603,13635.21,0.840857603,0.01,0.8408576+/-0.0000010
2821,2821,2821,922.78,11465.95,922.78,13676.16,0.838389577,0.01,0.8383896+/-0.0000010
2822,2822,2822,922.957,11470.73,922.957,13849.56,0.828237865,0.01,0.8282379+/-0.0000009
2823,2823,2823,923.134,11306.21,923.134,13736.24,0.82309351,0.01,0.8230935+/-0.0000009
2824,2824,2824,923.31,11460.49,923.31,13639.98,0.840213109,0.01,0.8402131+/-0.0000010
2825,2825,2825,923.487,11452.3,923.487,13629.74,0.840243468,0.01,0.8402435+/-0.0000010
2826,2826,2826,923.664,11328.74,923.664,13691.18,0.827448036,0.01,0.8274480+/-0.0000009
2827,2827,2827,923.841,11553.33,923.841,13589.47,0.850167814,0.01,0.8501678+/-0.0000010
2828,2828,2828,924.017,11306.21,924.017,13484.34,0.838469662,0.01,0.8384697+/-0.0000010
2829,2829,2829,924.194,11305.53,924.194,13629.74,0.829475104,0.01,0.8294751+/-0.0000010
2830,2830,2830,924.371,11411.34,924.371,13525.3,0.843703282,0.01,0.8437033+/-0.0000010
2831,2831,2831,924.547,11190.84,924.547,13468.64,0.830881217,0.01,0.8308812+/-0.0000010
2832,2832,2832,924.724,11280.95,924.724,13527.35,0.833936432,0.01,0.8339364+/-0.0000010
2833,2833,2833,924.9,11052.94,924.9,13313.67,0.83019483,0.01,0.8301948+/-0.0000010
2834,2834,2834,925.077,11177.19,925.077,13478.88,0.829237296,0.01,0.8292373+/-0.0000010
2835,2835,2835,925.254,11210.64,925.254,13323.91,0.841392654,0.01,0.8413927+/-0.0000010
2836,2836,2836,925.43,11230.43,925.43,13397.64,0.838239421,0.01,0.8382394+/-0.0000010
2837,2837,2837,925.607,11026.32,925.607,13433.14,0.820829679,0.01,0.8208297+/-0.0000010
2838,2838,2838,925.783,11131.45,925.783,13349.85,0.833825848,0.01,0.8338258+/-0.0000010
2839,2839,2839,925.96,10985.36,925.96,13333.47,0.823893555,0.01,0.8238936+/-0.0000010
2840,2840,2840,926.136,10973.76,926.136,13289.78,0.825729245,0.01,0.8257292+/-0.0000010
2841,2841,2841,926.313,11074.79,926.313,13439.97,0.824018952,0.01,0.8240190+/-0.0000010
2842,2842,2842,926.489,11120.53,926.489,13399.01,0.829951616,0.01,0.8299516+/-0.0000010
2843,2843,2843,926.665,10842.69,926.665,13147.79,0.82467776,0.01,0.8246778+/-0.0000010
2844,2844,2844,926.842,11037.24,926.842,13277.49,0.831274586,0.01,0.8312746+/-0.0000010
2845,2845,2845,927.018,10743.7,927.018,13168.27,0.815877864,0.01,0.8158779+/-0.0000010
2846,2846,2846,927.195,11006.52,927.195,13367.6,0.823372932,0.01,0.8233729+/-0.0000010
2847,2847,2847,927.371,10994.92,927.371,13340.98,0.824146352,0.01,0.8241464+/-0.0000010
2848,2848,2848,927.547,11027.0,927.547,13358.05,0.825494739,0.01,0.8254947+/-0.0000010
2849,2849,2849,927.724,10887.06,927.724,13233.12,0.822713011,0.01,0.8227130+/-0.0000010
2850,2850,2850,927.9,11027.69,927.9,13238.58,0.832996439,0.01,0.8329964+/-0.0000010
2851,2851,2851,928.076,10709.57,928.076,13007.84,0.823316554,0.01,0.8233166+/-0.0000010
2852,2852,2852,928.253,10957.37,928.253,13160.76,0.832578818,0.01,0.8325788+/-0.0000010
2853,2853,2853,928.429,10722.54,928.429,13022.18,0.823405912,0.01,0.8234059+/-0.0000010
2854,2854,2854,928.605,10875.45,928.605,13013.99,0.835673763,0.01,0.8356738+/-0.0000010
2855,2855,2855,928.781,10840.64,928.781,13224.93,0.819712467,0.01,0.8197125+/-0.0000010
2856,2856,2856,928.958,10820.84,928.958,13042.66,0.82964978,0.01,0.8296498+/-0.0000010
2857,2857,2857,929.134,10818.79,929.134,12945.72,0.835704001,0.01,0.8357040+/-0.0000010
2858,2858,2858,929.31,10843.37,929.31,13005.8,0.833733411,0.01,0.8337334+/-0.0000010
2859,2859,2859,929.486,10685.68,929.486,12812.6,0.833997783,0.01,0.8339978+/-0.0000010
2860,2860,2860,929.662,10741.65,929.662,13046.07,0.823362898,0.01,0.8233629+/-0.0000010
2861,2861,2861,929.838,10719.13,929.838,12897.94,0.831073024,0.01,0.8310730+/-0.0000010
2862,2862,2862,930.014,10732.1,930.014,12812.6,0.83762078,0.01,0.8376208+/-0.0000010
2863,2863,2863,930.19,10815.38,930.19,12975.76,0.833506477,0.01,0.8335065+/-0.0000010
2864,2864,2864,930.367,10914.37,930.367,12953.23,0.842598333,0.01,0.8425983+/-0.0000010
2865,2865,2865,930.543,10696.6,930.543,12908.86,0.828624681,0.01,0.8286247+/-0.0000010
2866,2866,2866,930.719,10701.38,930.719,12970.98,0.825024786,0.01,0.8250248+/-0.0000010
2867,2867,2867,930.895,10589.42,930.895,12747.07,0.830733651,0.01,0.8307337+/-0.0000010
2868,2868,2868,931.071,10598.3,931.071,12747.07,0.831430282,0.01,0.8314303+/-0.0000010
2869,2869,2869,931.247,10558.02,931.247,12693.82,0.831744896,0.01,0.8317449+/-0.0000010
2870,2870,2870,931.423,10712.3,931.423,12859.71,0.833012564,0.01,0.8330126+/-0.0000010
2871,2871,2871,931.599,10496.58,931.599,12701.33,0.826415816,0.01,0.8264158+/-0.0000010
2872,2872,2872,931.774,10512.28,931.774,12617.36,0.833160027,0.01,0.8331600+/-0.0000010
2873,2873,2873,931.95,10547.78,931.95,12570.26,0.839105953,0.01,0.8391060+/-0.0000010
2874,2874,2874,932.126,10458.35,932.126,12669.25,0.825490854,0.01,0.8254909+/-0.0000010
2875,2875,2875,932.302,10417.39,932.302,12428.95,0.838155275,0.01,0.8381553+/-0.0000010
2876,2876,2876,932.478,10552.56,932.478,12429.63,0.848984242,0.01,0.8489842+/-0.0000011
2877,2877,2877,932.654,10274.03,932.654,12381.85,0.829765342,0.01,0.8297653+/-0.0000010
2878,2878,2878,932.83,10375.75,932.83,12542.96,0.827217021,0.01,0.8272170+/-0.0000010
2879,2879,2879,933.006,10347.08,933.006,12479.47,0.82912816,0.01,0.8291282+/-0.0000010
2880,2880,2880,933.181,10258.33,933.181,12401.65,0.82717461,0.01,0.8271746+/-0.0000010
2881,2881,2881,933.357,10285.64,933.357,12536.13,0.820479686,0.01,0.8204797+/-0.0000010
2882,2882,2882,933.533,10224.2,933.533,12602.35,0.811293132,0.01,0.8112931+/-0.0000010
2883,2883,2883,933.709,10073.33,933.709,12375.7,0.813960422,0.01,0.8139604+/-0.0000010
2884,2884,2884,933.884,10204.4,933.884,12401.65,0.822825995,0.01,0.8228260+/-0.0000010
2885,2885,2885,934.06,10241.27,934.06,12302.66,0.832443553,0.01,0.8324436+/-0.0000011
2886,2886,2886,934.236,10246.73,934.236,12228.93,0.837908959,0.01,0.8379090+/-0.0000011
2887,2887,2887,934.411,10217.37,934.411,12276.72,0.832255684,0.01,0.8322557+/-0.0000011
2888,2888,2888,934.587,10303.39,934.587,12293.1,0.838144162,0.01,0.8381442+/-0.0000011
2889,2889,2889,934.763,10184.61,934.763,12223.47,0.83320121,0.01,0.8332012+/-0.0000011
2890,2890,2890,934.938,10272.67,934.938,12230.98,0.839889363,0.01,0.8398894+/-0.0000011
2891,2891,2891,935.114,10150.47,935.114,12067.14,0.841166175,0.01,0.8411662+/-0.0000011
2892,2892,2892,935.29,10125.9,935.29,12116.98,0.835678527,0.01,0.8356785+/-0.0000011
2893,2893,2893,935.465,10150.47,935.465,12158.62,0.834837342,0.01,0.8348373+/-0.0000011
2894,2894,2894,935.641,10149.11,935.641,12093.77,0.839201506,0.01,0.8392015+/-0.0000011
2895,2895,2895,935.816,10183.92,935.816,12055.54,0.844750214,0.01,0.8447502+/-0.0000011
2896,2896,2896,935.992,9938.17,935.992,11957.92,0.831095207,0.01,0.8310952+/-0.0000011
2897,2897,2897,936.167,9964.79,936.167,12028.23,0.828450237,0.01,0.8284502+/-0.0000011
2898,2898,2898,936.343,10069.24,936.343,12024.14,0.837418726,0.01,0.8374187+/-0.0000011
2899,2899,2899,936.518,9946.36,936.518,11940.17,0.833016615,0.01,0.8330166+/-0.0000011
2900,2900,2900,936.694,9997.56,936.694,12005.7,0.832734451,0.01,0.8327345+/-0.0000011
2901,2901,2901,936.869,9985.27,936.869,11966.79,0.834415077,0.01,0.8344151+/-0.0000011
2902,2902,2902,937.044,9904.72,937.044,11843.23,0.836319146,0.01,0.8363191+/-0.0000011
2903,2903,2903,937.22,9821.43,937.22,11780.43,0.833707259,0.01,0.8337073+/-0.0000011
2904,2904,2904,937.395,9970.93,937.395,11901.94,0.837756702,0.01,0.8377567+/-0.0000011
2905,2905,2905,937.571,9649.4,937.571,11721.04,0.823254592,0.01,0.8232546+/-0.0000011
2906,2906,2906,937.746,9735.42,937.746,11712.85,0.831174309,0.01,0.8311743+/-0.0000011
2907,2907,2907,937.921,9786.62,937.921,11659.6,0.839361556,0.01,0.8393616+/-0.0000011
2908,2908,2908,938.097,9718.35,938.097,11699.19,0.830685714,0.01,0.8306857+/-0.0000011
2909,2909,2909,938.272,9731.32,938.272,11731.96,0.829470949,0.01,0.8294709+/-0.0000011
2910,2910,2910,938.447,9714.26,938.447,11594.75,0.837815391,0.01,0.8378154+/-0.0000011
2911,2911,2911,938.622,9833.04,938.622,11617.96,0.846365455,0.01,0.8463655+/-0.0000011
2912,2912,2912,938.798,9755.21,938.798,11884.87,0.820809146,0.01,0.8208091+/-0.0000011
2913,2913,2913,938.973,9720.4,938.973,11589.28,0.838740629,0.01,0.8387406+/-0.0000011
2914,2914,2914,939.148,9744.97,939.148,11729.91,0.830779605,0.01,0.8307796+/-0.0000011
2915,2915,2915,939.323,9659.64,939.323,11714.21,0.824608744,0.01,0.8246087+/-0.0000011
2916,2916,2916,939.499,9552.47,939.499,11714.89,0.815412693,0.01,0.8154127+/-0.0000011
2917,2917,2917,939.674,9687.63,939.674,11538.77,0.839572155,0.01,0.8395722+/-0.0000011
2918,2918,2918,939.849,9616.64,939.849,11672.57,0.823866552,0.01,0.8238666+/-0.0000011
2919,2919,2919,940.024,9454.85,940.024,11455.48,0.825356074,0.01,0.8253561+/-0.0000011
2920,2920,2920,940.199,9516.97,940.199,11529.21,0.825465925,0.01,0.8254659+/-0.0000011
2921,2921,2921,940.374,9537.45,940.374,11587.92,0.823051074,0.01,0.8230511+/-0.0000011
2922,2922,2922,940.549,9566.8,940.549,11587.24,0.825632333,0.01,0.8256323+/-0.0000011
2923,2923,2923,940.724,9432.32,940.724,11374.93,0.829220048,0.01,0.8292200+/-0.0000011
2924,2924,2924,940.899,9373.61,940.899,11407.7,0.821691489,0.01,0.8216915+/-0.0000011
2925,2925,2925,941.074,9490.34,941.074,11381.07,0.833870629,0.01,0.8338706+/-0.0000011
2926,2926,2926,941.249,9530.62,941.249,11392.0,0.83660639,0.01,0.8366064+/-0.0000011
2927,2927,2927,941.424,9300.57,941.424,11290.28,0.823767878,0.01,0.8237679+/-0.0000011
2928,2928,2928,941.599,9374.98,941.599,11533.99,0.812813259,0.01,0.8128133+/-0.0000011
2929,2929,2929,941.774,9201.58,941.774,11217.24,0.820306956,0.01,0.8203070+/-0.0000012
2930,2930,2930,941.949,9363.37,941.949,11138.73,0.840613786,0.01,0.8406138+/-0.0000012
2931,2931,2931,942.124,9202.26,942.124,11222.7,0.819968457,0.01,0.8199685+/-0.0000012
2932,2932,2932,942.299,9291.01,942.299,11246.59,0.826117961,0.01,0.8261180+/-0.0000012
2933,2933,2933,942.474,9181.1,942.474,11169.45,0.821983177,0.01,0.8219832+/-0.0000012
2934,2934,2934,942.649,9237.76,942.649,11014.49,0.838691578,0.01,0.8386916+/-0.0000012
2935,2935,2935,942.824,9095.77,942.824,11174.91,0.813945705,0.01,0.8139457+/-0.0000012
2936,2936,2936,942.998,9181.78,942.998,11153.75,0.823201166,0.01,0.8232012+/-0.0000012
2937,2937,2937,943.173,9129.9,943.173,11180.37,0.816600882,0.01,0.8166009+/-0.0000012
2938,2938,2938,943.348,9075.97,943.348,10970.12,0.827335526,0.01,0.8273355+/-0.0000012
2939,2939,2939,943.523,8942.17,943.523,10957.14,0.816104385,0.01,0.8161044+/-0.0000012
2940,2940,2940,943.698,9088.26,943.698,11144.88,0.815465039,0.01,0.8154650+/-0.0000012
2941,2941,2941,943.872,9075.97,943.872,10994.01,0.825537725,0.01,0.8255377+/-0.0000012
2942,2942,2942,944.047,9077.34,944.047,11116.89,0.81653592,0.01,0.8165359+/-0.0000012
2943,2943,2943,944.222,9017.95,944.222,10949.64,0.823584154,0.01,0.8235842+/-0.0000012
2944,2944,2944,944.396,8990.64,944.396,10961.92,0.820170189,0.01,0.8201702+/-0.0000012
2945,2945,2945,944.571,9000.88,944.571,10867.72,0.828221559,0.01,0.8282216+/-0.0000012
2946,2946,2946,944.746,8938.76,944.746,10892.98,0.82059822,0.01,0.8205982+/-0.0000012
2947,2947,2947,944.92,8981.77,944.92,10914.82,0.822896759,0.01,0.8228968+/-0.0000012
2948,2948,2948,945.095,8983.81,945.095,10802.86,0.831614036,0.01,0.8316140+/-0.0000012
2949,2949,2949,945.27,8841.82,945.27,10645.85,0.830541479,0.01,0.8305415+/-0.0000012
2950,2950,2950,945.444,8987.23,945.444,10935.98,0.821803807,0.01,0.8218038+/-0.0000012
2951,2951,2951,945.619,8774.92,945.619,10698.42,0.820207096,0.01,0.8202071+/-0.0000012
2952,2952,2952,945.793,8897.12,945.793,10781.02,0.825257721,0.01,0.8252577+/-0.0000012
2953,2953,2953,945.968,8927.84,945.968,10580.32,0.843815688,0.01,0.8438157+/-0.0000012
2954,2954,2954,946.142,8815.88,946.142,10654.05,0.827467489,0.01,0.8274675+/-0.0000012
2955,2955,2955,946.317,8747.61,946.317,10527.75,0.830909739,0.01,0.8309097+/-0.0000012
2956,2956,2956,946.491,8778.33,946.491,10668.38,0.822836269,0.01,0.8228363+/-0.0000012
2957,2957,2957,946.666,8615.86,946.666,10482.7,0.821912294,0.01,0.8219123+/-0.0000012
2958,2958,2958,946.84,8746.93,946.84,10673.84,0.819473592,0.01,0.8194736+/-0.0000012
